,Nama_Produk,Akun,Ulasan,rate,Ulasan_tokenize,Ulasan_normalized,Ulasan_stop_removed	,Ulasan_Stemmed,Ulasan_clean
74,Disposable Face Mask 50pcs / BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,Irfan,paket sesuai gambar skripsi kirim cepatrecomended seller,5,"['paket', 'sesuai', 'gambar', 'skripsi', 'kirim', 'cepatrecomended', 'seller']","['paket', 'sesuai', 'gambar', 'skripsi', 'kirim', 'cepatrecomended', 'seller']","['paket', 'gambar', 'skripsi', 'kirim', 'cepatrecomended', 'seller']","['paket', 'gambar', 'skripsi', 'kirim', 'cepatrecomended', 'seller']",paket sesuai gambar skripsi kirim cepatrecomended seller
75,Disposable Face Mask 50pcs / BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,Lupir,semenjak wabah landa beli masker medis toko rekomendasi banget terimakasih,5,"['semenjak', 'wabah', 'landa', 'beli', 'masker', 'medis', 'toko', 'rekomendasi', 'banget', 'terimakasih']","['semenjak', 'wabah', 'landa', 'beli', 'masker', 'medis', 'toko', 'rekomendasi', 'banget', 'terimakasih']","['wabah', 'landa', 'beli', 'masker', 'medis', 'toko', 'rekomendasi', 'banget', 'terimakasih']","['wabah', 'landa', 'beli', 'masker', 'medis', 'toko', 'rekomendasi', 'banget', 'terimakasih']",semenjak wabah landa beli masker medis toko rekomendasi banget terimakasih
76,Disposable Face Mask 50pcs / BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,Mueeza,beda merk brgnya kes mudah an,4,"['beda', 'merk', 'brgnya', 'kes', 'mudah', 'an']","['beda', 'merk', 'brgnya', 'kes', 'mudah', 'an']","['merk', 'brgnya', 'kes', 'mudah']","['merk', 'brgnya', 'kes', 'mudah']",beda merk brgnya kes mudah an
77,Disposable Face Mask 50pcs / BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,G***g,order pagi bada isya loh mantap pis terima kasih ya gan sukses lapak moga barokah,5,"['order', 'pagi', 'bada', 'isya', 'loh', 'mantap', 'pis', 'terima', 'kasih', 'ya', 'gan', 'sukses', 'lapak', 'moga', 'barokah']","['order', 'pagi', 'bada', 'isya', 'loh', 'mantap', 'pis', 'terima', 'kasih', 'ya', 'gan', 'sukses', 'lapak', 'moga', 'barokah']","['order', 'pagi', 'bada', 'isya', 'loh', 'mantap', 'pis', 'terima', 'kasih', 'ya', 'gan', 'sukses', 'lapak', 'moga', 'barokah']","['order', 'pagi', 'bada', 'isya', 'loh', 'mantap', 'pis', 'terima', 'kasih', 'ya', 'gan', 'sukses', 'lapak', 'moga', 'barokah']",order pagi bada isya loh mantap pis terima kasih ya gan sukses lapak moga barokah
78,Disposable Face Mask 50pcs / BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,Agit,box rapi packing rapi barang sesuai gambar seller respon customer,5,"['box', 'rapi', 'packing', 'rapi', 'barang', 'sesuai', 'gambar', 'seller', 'respon', 'customer']","['box', 'rapi', 'packing', 'rapi', 'barang', 'sesuai', 'gambar', 'seller', 'respon', 'customer']","['box', 'rapi', 'packing', 'rapi', 'barang', 'gambar', 'seller', 'respon', 'customer']","['box', 'rapi', 'packing', 'rapi', 'barang', 'gambar', 'seller', 'respon', 'customer']",box rapi packing rapi barang sesuai gambar seller respon customer
79,Disposable Face Mask 50pcs / BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,H***k,mantap thanks,5,"['mantap', 'thanks']","['mantap', 'thanks']","['mantap', 'thanks']","['mantap', 'thanks']",mantap thanks
80,Disposable Face Mask 50pcs / BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,S***a,tidak ada komentar,3,"['tidak', 'ada', 'komentar']","['tidak', 'ada', 'komentar']",['komentar'],['komentar'],tidak ada komentar
81,ONEMED - Masker Karet 3 Ply / Masker Non-Medis / Masker Earloop 3 ply - Putih,Z***i,barang bagus sesuai deskripsimakasih,5,"['barang', 'bagus', 'sesuai', 'deskripsimakasih']","['barang', 'bagus', 'sesuai', 'deskripsimakasih']","['barang', 'bagus', 'deskripsimakasih']","['barang', 'bagus', 'deskripsimakasih']",barang bagus sesuai deskripsimakasih
82,ONEMED - Masker Karet 3 Ply / Masker Non-Medis / Masker Earloop 3 ply - Putih,M***M,order,4,['order'],['order'],['order'],['order'],order
83,ONEMED - Masker Karet 3 Ply / Masker Non-Medis / Masker Earloop 3 ply - Putih,Dimas,original tebal nyaman,5,"['original', 'tebal', 'nyaman']","['original', 'tebal', 'nyaman']","['original', 'tebal', 'nyaman']","['original', 'tebal', 'nyaman']",original tebal nyaman
84,ONEMED - Masker Karet 3 Ply / Masker Non-Medis / Masker Earloop 3 ply - Putih,Endah,ok banget,5,"['ok', 'banget']","['ok', 'banget']","['ok', 'banget']","['ok', 'banget']",ok banget
85,ONEMED - Masker Karet 3 Ply / Masker Non-Medis / Masker Earloop 3 ply - Putih,Adhi,tipis sih ragu banding type jenis ply ply,2,"['tipis', 'sih', 'ragu', 'banding', 'type', 'jenis', 'ply', 'ply']","['tipis', 'sih', 'ragu', 'banding', 'type', 'jenis', 'ply', 'ply']","['tipis', 'ragu', 'banding', 'type', 'jenis', 'ply', 'ply']","['tipis', 'ragu', 'banding', 'type', 'jenis', 'ply', 'ply']",tipis sih ragu banding type jenis ply ply
86,ONEMED - Masker Karet 3 Ply / Masker Non-Medis / Masker Earloop 3 ply - Putih,d***a,masker plastik masuk dus,3,"['masker', 'plastik', 'masuk', 'dus']","['masker', 'plastik', 'masuk', 'dus']","['masker', 'plastik', 'dus']","['masker', 'plastik', 'dus']",masker plastik masuk dus
87,ONEMED - Masker Karet 3 Ply / Masker Non-Medis / Masker Earloop 3 ply - Putih,D***g,paket komplit seller fast responramahbarang mantaprekomendasi baik deh belanja mantaf,4,"['paket', 'komplit', 'seller', 'fast', 'responramahbarang', 'mantaprekomendasi', 'baik', 'deh', 'belanja', 'mantaf']","['paket', 'komplit', 'seller', 'fast', 'responramahbarang', 'mantaprekomendasi', 'baik', 'deh', 'belanja', 'mantaf']","['paket', 'komplit', 'seller', 'fast', 'responramahbarang', 'mantaprekomendasi', 'baik', 'deh', 'belanja', 'mantaf']","['paket', 'komplit', 'seller', 'fast', 'responramahbarang', 'mantaprekomendasi', 'baik', 'deh', 'belanja', 'mantaf']",paket komplit seller fast responramahbarang mantaprekomendasi baik deh belanja mantaf
88,ONEMED - Masker Karet 3 Ply / Masker Non-Medis / Masker Earloop 3 ply - Putih,Anggi,oke banget enak pakai cepat,5,"['oke', 'banget', 'enak', 'pakai', 'cepat']","['oke', 'banget', 'enak', 'pakai', 'cepat']","['oke', 'banget', 'enak', 'pakai', 'cepat']","['oke', 'banget', 'enak', 'pakai', 'cepat']",oke banget enak pakai cepat
89,ONEMED - Masker Karet 3 Ply / Masker Non-Medis / Masker Earloop 3 ply - Putih,A***s,overall produk ok nyaman pakai seharihari sayang packagingnya kardus penyok sisi segel rapi,4,"['overall', 'produk', 'ok', 'nyaman', 'pakai', 'seharihari', 'sayang', 'packagingnya', 'kardus', 'penyok', 'sisi', 'segel', 'rapi']","['overall', 'produk', 'ok', 'nyaman', 'pakai', 'seharihari', 'sayang', 'packaging', 'kardus', 'penyok', 'sisi', 'segel', 'rapi']",,,
90,ONEMED - Masker Karet 3 Ply / Masker Non-Medis / Masker Earloop 3 ply - Putih,Wiwit,masker sesuai hari enak pakai mudah napas cuman warna putih banget nerawangnya kayak tipis,3,"['masker', 'sesuai', 'hari', 'enak', 'pakai', 'mudah', 'napas', 'cuman', 'warna', 'putih', 'banget', 'nerawangnya', 'kayak', 'tipis']","['masker', 'sesuai', 'hari', 'enak', 'pakai', 'mudah', 'napas', 'cuman', 'warna', 'putih', 'banget', 'nerawangnya', 'kayak', 'tipis']",,,
91,KUKE Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB - KN95 1pcs,Iwan,barang kondisi bagus kirim,5,"['barang', 'kondisi', 'bagus', 'kirim']","['barang', 'kondisi', 'bagus', 'kirim']","['barang', 'kondisi', 'bagus', 'kirim']","['barang', 'kondisi', 'bagus', 'kirim']",barang kondisi bagus kirim
92,KUKE Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB - KN95 1pcs,J***o,barang bagus sesuai deskripsi,5,"['barang', 'bagus', 'sesuai', 'deskripsi']","['barang', 'bagus', 'sesuai', 'deskripsi']","['barang', 'bagus', 'sesuai', 'deskripsi']","['barang', 'bagus', 'sesuai', 'deskripsi']",barang bagus sesuai deskripsi
93,KUKE Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB - KN95 1pcs,Rully,barang ok sesuai deskripsi kirim cepat,5,"['barang', 'ok', 'sesuai', 'deskripsi', 'kirim', 'cepat']","['barang', 'ok', 'sesuai', 'deskripsi', 'kirim', 'cepat']","['barang', 'ok', 'sesuai', 'deskripsi', 'kirim', 'cepat']","['barang', 'ok', 'sesuai', 'deskripsi', 'kirim', 'cepat']",barang ok sesuai deskripsi kirim cepat
94,KUKE Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB - KN95 1pcs,aan,puas bgtthank seller,5,"['puas', 'bgtthank', 'seller']","['puas', 'bgtthank', 'seller']","['puas', 'bgtthank', 'seller']","['puas', 'bgtthank', 'seller']",puas bgtthank seller
95,KUKE Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB - KN95 1pcs,M***d,mantap,5,['mantap'],['mantap'],['mantap'],['mantap'],mantap
96,KUKE Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB - KN95 1pcs,Trian,mantap beli harga turun thanks,5,"['mantap', 'beli', 'harga', 'turun', 'thanks']","['mantap', 'beli', 'harga', 'turun', 'thanks']","['mantap', 'beli', 'harga', 'turun', 'thanks']","['mantap', 'beli', 'harga', 'turun', 'thanks']",mantap beli harga turun thanks
97,KUKE Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB - KN95 1pcs,L***i,lumayan bagus harga murah,4,"['lumayan', 'bagus', 'harga', 'murah']","['lumayan', 'bagus', 'harga', 'murah']","['lumayan', 'bagus', 'harga', 'murah']","['lumayan', 'bagus', 'harga', 'murah']",lumayan bagus harga murah
98,KUKE Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB - KN95 1pcs,Ryan,kirim cepat barang sesuai,5,"['kirim', 'cepat', 'barang', 'sesuai']","['kirim', 'cepat', 'barang', 'sesuai']","['kirim', 'cepat', 'barang', 'sesuai']","['kirim', 'cepat', 'barang', 'sesuai']",kirim cepat barang sesuai
99,KUKE Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB - KN95 1pcs,Hendry,tidak ada komentar,5,"['tidak', 'ada', 'komentar']","['tidak', 'ada', 'komentar']","['tidak', 'ada', 'komentar']","['tidak', 'komentar']",tidak komentar
100,KUKE Disposable Mask KN95 Facemask Kesehatan Masker Wajah 5 Layer BNPB - KN95 1pcs,Eleonora,kirim cepat admin ramah,5,"['kirim', 'cepat', 'admin', 'ramah']","['kirim', 'cepat', 'admin', 'ramah']","['kirim', 'cepat', 'admin', 'ramah']","['kirim', 'cepat', 'admin', 'ramah']",kirim cepat admin ramah
101,C care Duckbill 3D Stereo 3 Ply Isi 50 Pcs Masker Duckbill Import - - Hitam,i***d,barang sesuai deskripsi kirim cepat banget,5,"['barang', 'sesuai', 'deskripsi', 'kirim', 'cepat', 'banget']","['barang', 'sesuai', 'deskripsi', 'kirim', 'cepat', 'banget']","['barang', 'sesuai', 'deskripsi', 'kirim', 'cepat', 'banget']","['barang', 'sesuai', 'deskripsi', 'kirim', 'cepat', 'banget']",barang sesuai deskripsi kirim cepat banget
102,C care Duckbill 3D Stereo 3 Ply Isi 50 Pcs Masker Duckbill Import - - Hitam,J***n,bagus,5,['bagus'],['bagus'],['bagus'],['bagus'],bagus
103,C care Duckbill 3D Stereo 3 Ply Isi 50 Pcs Masker Duckbill Import - - Hitam,I***I,kirim cepat respon jual oke,5,"['kirim', 'cepat', 'respon', 'jual', 'oke']","['kirim', 'cepat', 'respon', 'jual', 'oke']","['kirim', 'cepat', 'respon', 'jual', 'oke']","['kirim', 'cepat', 'respon', 'jual', 'oke']",kirim cepat respon jual oke
104,C care Duckbill 3D Stereo 3 Ply Isi 50 Pcs Masker Duckbill Import - - Hitam,Risca,masker tipis ya bunda,2,"['masker', 'tipis', 'ya', 'bunda']","['masker', 'tipis', 'ya', 'bunda']","['masker', 'tipis', 'ya', 'bunda']","['masker', 'tipis', 'ya', 'bunda']",masker tipis ya bunda
105,C care Duckbill 3D Stereo 3 Ply Isi 50 Pcs Masker Duckbill Import - - Hitam,ruth,bagusssss murah,5,"['bagusssss', 'murah']","['bagusssss', 'murah']","['bagusssss', 'murah']","['bagusssss', 'murah']",bagusssss murah
106,C care Duckbill 3D Stereo 3 Ply Isi 50 Pcs Masker Duckbill Import - - Hitam,Nanda,sesuai cepat,5,"['sesuai', 'cepat']","['sesuai', 'cepat']","['sesuai', 'cepat']","['sesuai', 'cepat']",sesuai cepat
107,C care Duckbill 3D Stereo 3 Ply Isi 50 Pcs Masker Duckbill Import - - Hitam,ijah,tidak ada komentar,5,"['tidak', 'ada', 'komentar']","['tidak', 'ada', 'komentar']","['tidak', 'ada', 'komentar']","['tidak', 'komentar']",tidak komentar
108,C care Duckbill 3D Stereo 3 Ply Isi 50 Pcs Masker Duckbill Import - - Hitam,Oppie,terima kasih,5,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih
109,C care Duckbill 3D Stereo 3 Ply Isi 50 Pcs Masker Duckbill Import - - Hitam,Hargianto,tidak ada komentar,5,"['tidak', 'ada', 'komentar']","['tidak', 'ada', 'komentar']","['tidak', 'ada', 'komentar']","['tidak', 'komentar']",tidak komentar
110,C care Duckbill 3D Stereo 3 Ply Isi 50 Pcs Masker Duckbill Import - - Hitam,Syafaun,layan toko produk bagus,5,"['layan', 'toko', 'produk', 'bagus']","['layan', 'toko', 'produk', 'bagus']","['layan', 'toko', 'produk', 'bagus']","['layan', 'toko', 'produk', 'bagus']",layan toko produk bagus
111,Masker KN95 Alkindo Masker Medis 5ply 1 Box 10 pcs - Masker Kesehatan - Putih,yuyun,baguuussss sesuai rapi kemas,5,"['baguuussss', 'sesuai', 'rapi', 'kemas']","['baguuussss', 'sesuai', 'rapi', 'kemas']","['baguuussss', 'sesuai', 'rapi', 'kemas']","['baguuussss', 'sesuai', 'rapi', 'kemas']",baguuussss sesuai rapi kemas
112,Masker KN95 Alkindo Masker Medis 5ply 1 Box 10 pcs - Masker Kesehatan - Putih,L***a,ukur karet besar muka kadang masker merosot,3,"['ukur', 'karet', 'besar', 'muka', 'kadang', 'masker', 'merosot']","['ukur', 'karet', 'besar', 'muka', 'kadang', 'masker', 'merosot']","['ukur', 'karet', 'besar', 'muka', 'kadang', 'masker', 'merosot']","['ukur', 'karet', 'besar', 'muka', 'kadang', 'masker', 'merosot']",ukur karet besar muka kadang masker merosot
113,Masker KN95 Alkindo Masker Medis 5ply 1 Box 10 pcs - Masker Kesehatan - Putih,H***y,bagus boxnya,5,"['bagus', 'boxnya']","['bagus', 'boxnya']","['bagus', 'boxnya']","['bagus', 'boxnya']",bagus boxnya
114,Masker KN95 Alkindo Masker Medis 5ply 1 Box 10 pcs - Masker Kesehatan - Putih,L***y,ok banget kualitas proses,5,"['ok', 'banget', 'kualitas', 'proses']","['ok', 'banget', 'kualitas', 'proses']","['ok', 'banget', 'kualitas', 'proses']","['ok', 'banget', 'kualitas', 'proses']",ok banget kualitas proses
115,Masker KN95 Alkindo Masker Medis 5ply 1 Box 10 pcs - Masker Kesehatan - Putih,Ridwan,for nonmedical use its ok deskripsi sesuai asli,4,"['for', 'nonmedical', 'use', 'its', 'ok', 'deskripsi', 'sesuai', 'asli']","['for', 'nonmedical', 'use', 'its', 'ok', 'deskripsi', 'sesuai', 'asli']","['for', 'nonmedical', 'use', 'its', 'ok', 'deskripsi', 'sesuai', 'asli']","['for', 'nonmedical', 'use', 'its', 'ok', 'deskripsi', 'sesuai', 'asli']",for nonmedical use its ok deskripsi sesuai asli
116,Masker KN95 Alkindo Masker Medis 5ply 1 Box 10 pcs - Masker Kesehatan - Putih,Duarte,kualitas masker jelek masker bolong jahit isi ply kalo jual bos,2,"['kualitas', 'masker', 'jelek', 'masker', 'bolong', 'jahit', 'isi', 'ply', 'kalo', 'jual', 'bos']","['kualitas', 'masker', 'jelek', 'masker', 'bolong', 'jahit', 'isi', 'ply', 'kalo', 'jual', 'bos']","['kualitas', 'masker', 'jelek', 'masker', 'bolong', 'jahit', 'isi', 'ply', 'kalo', 'jual', 'bos']","['kualitas', 'masker', 'jelek', 'masker', 'bolong', 'jahit', 'isi', 'ply', 'kalo', 'jual', 'bos']",kualitas masker jelek masker bolong jahit isi ply kalo jual bos
117,Masker KN95 Alkindo Masker Medis 5ply 1 Box 10 pcs - Masker Kesehatan - Putih,M***a,size telinga,1,"['size', 'telinga']","['size', 'telinga']","['size', 'telinga']","['size', 'telinga']",size telinga
118,Masker KN95 Alkindo Masker Medis 5ply 1 Box 10 pcs - Masker Kesehatan - Putih,Anandya,masker bagus kecil wajah,3,"['masker', 'bagus', 'kecil', 'wajah']","['masker', 'bagus', 'kecil', 'wajah']","['masker', 'bagus', 'kecil', 'wajah']","['masker', 'bagus', 'kecil', 'wajah']",masker bagus kecil wajah
119,Masker KN95 Alkindo Masker Medis 5ply 1 Box 10 pcs - Masker Kesehatan - Putih,Leksono,kirim bagus barang sesuai,4,"['kirim', 'bagus', 'barang', 'sesuai']","['kirim', 'bagus', 'barang', 'sesuai']","['kirim', 'bagus', 'barang', 'sesuai']","['kirim', 'bagus', 'barang', 'sesuai']",kirim bagus barang sesuai
120,Masker KN95 Alkindo Masker Medis 5ply 1 Box 10 pcs - Masker Kesehatan - Putih,Zihan,lumanyan,5,['lumanyan'],['lumanyan'],['lumanyan'],['lumanyan'],lumanyan
121,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,w***y,mantap,5,['mantap'],['mantap'],['mantap'],['mantap'],mantap
122,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,M,barang cepat estimasi seller responsif packaging oke barang lengkap utuh terima kasih,5,"['barang', 'cepat', 'estimasi', 'seller', 'responsif', 'packaging', 'oke', 'barang', 'lengkap', 'utuh', 'terima', 'kasih']","['barang', 'cepat', 'estimasi', 'seller', 'responsif', 'packaging', 'oke', 'barang', 'lengkap', 'utuh', 'terima', 'kasih']","['barang', 'cepat', 'estimasi', 'seller', 'responsif', 'packaging', 'oke', 'barang', 'lengkap', 'utuh', 'terima', 'kasih']","['barang', 'cepat', 'estimasi', 'seller', 'responsif', 'packaging', 'oke', 'barang', 'lengkap', 'utuh', 'terima', 'kasih']",barang cepat estimasi seller responsif packaging oke barang lengkap utuh terima kasih
123,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,D***y,mantul fast respon kirim cepat,5,"['mantul', 'fast', 'respon', 'kirim', 'cepat']","['mantul', 'fast', 'respon', 'kirim', 'cepat']","['mantul', 'fast', 'respon', 'kirim', 'cepat']","['mantul', 'fast', 'respon', 'kirim', 'cepat']",mantul fast respon kirim cepat
124,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,Jack,sesuai foto kualitas bagus banget range harga langgan deh,5,"['sesuai', 'foto', 'kualitas', 'bagus', 'banget', 'range', 'harga', 'langgan', 'deh']","['sesuai', 'foto', 'kualitas', 'bagus', 'banget', 'range', 'harga', 'langgan', 'deh']","['sesuai', 'foto', 'kualitas', 'bagus', 'banget', 'range', 'harga', 'langgan', 'deh']","['sesuai', 'foto', 'kualitas', 'bagus', 'banget', 'range', 'harga', 'langgan', 'deh']",sesuai foto kualitas bagus banget range harga langgan deh
125,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,warham,langgan cuman mesan kemarin lumayan tunda hari kirim,4,"['langgan', 'cuman', 'mesan', 'kemarin', 'lumayan', 'tunda', 'hari', 'kirim']","['langgan', 'cuman', 'mesan', 'kemarin', 'lumayan', 'tunda', 'hari', 'kirim']","['langgan', 'cuman', 'mesan', 'kemarin', 'lumayan', 'tunda', 'hari', 'kirim']","['langgan', 'cuman', 'mesan', 'kemarin', 'lumayan', 'tunda', 'hari', 'kirim']",langgan cuman mesan kemarin lumayan tunda hari kirim
126,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,warham,mantap pesan,5,"['mantap', 'pesan']","['mantap', 'pesan']","['mantap', 'pesan']","['mantap', 'pesan']",mantap pesan
127,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,novaris,respon cepat kirim kilat barang sesuai mantaps,5,"['respon', 'cepat', 'kirim', 'kilat', 'barang', 'sesuai', 'mantaps']","['respon', 'cepat', 'kirim', 'kilat', 'barang', 'sesuai', 'mantaps']","['respon', 'cepat', 'kirim', 'kilat', 'barang', 'sesuai', 'mantaps']","['respon', 'cepat', 'kirim', 'kilat', 'barang', 'sesuai', 'mantaps']",respon cepat kirim kilat barang sesuai mantaps
128,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,D***t,mantap beli,5,"['mantap', 'beli']","['mantap', 'beli']","['mantap', 'beli']","['mantap', 'beli']",mantap beli
129,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,A***i,proses cepatproduct sesuai,5,"['proses', 'cepatproduct', 'sesuai']","['proses', 'cepatproduct', 'sesuai']","['proses', 'cepatproduct', 'sesuai']","['proses', 'cepatproduct', 'sesuai']",proses cepatproduct sesuai
130,Disposable Face Mask 50pcs/BOX Masker Wajah Kesehatan 3 Layer BNPB - Pack 10pcs,P***t,kirim cepatmakasih,5,"['kirim', 'cepatmakasih']","['kirim', 'cepatmakasih']","['kirim', 'cepatmakasih']","['kirim', 'cepatmakasih']",kirim cepatmakasih
131,Masker Kesehatan 3ply Earloop isi 50 pcs,Halalova,kirim cepat barang bagus,5,"['kirim', 'cepat', 'barang', 'bagus']","['kirim', 'cepat', 'barang', 'bagus']","['kirim', 'cepat', 'barang', 'bagus']","['kirim', 'cepat', 'barang', 'bagus']",kirim cepat barang bagus
132,Masker Kesehatan 3ply Earloop isi 50 pcs,H***y,barang selamat packing rapi kirim cepat kurrir ramah seller fast respon recommended pokok nya,5,"['barang', 'selamat', 'packing', 'rapi', 'kirim', 'cepat', 'kurrir', 'ramah', 'seller', 'fast', 'respon', 'recommended', 'pokok', 'nya']","['barang', 'selamat', 'packing', 'rapi', 'kirim', 'cepat', 'kurrir', 'ramah', 'seller', 'fast', 'respon', 'recommended', 'pokok', 'nya']","['barang', 'selamat', 'packing', 'rapi', 'kirim', 'cepat', 'kurrir', 'ramah', 'seller', 'fast', 'respon', 'recommended', 'pokok', 'nya']","['barang', 'selamat', 'packing', 'rapi', 'kirim', 'cepat', 'kurrir', 'ramah', 'seller', 'fast', 'respon', 'recommended', 'pokok', 'nya']",barang selamat packing rapi kirim cepat kurrir ramah seller fast respon recommended pokok nya
